bug_id,title,description,product_module,environment,operating_system,browser,severity,priority,status,leak_type,baseline_memory_mb,peak_memory_mb,memory_growth_rate_mb_per_hr,crash_occurred,reproducible,users_affected,concurrent_users,root_cause_category,created_at,resolved_at
b466393a-34c8-4c55-a80d-a40da5a206f0,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,iOS 17,Firefox 122,High,P3,Open,Cache Leak,483,1600,15.73,True,False,294,560,Circular dependency in service layer,2023-05-26,
954edcd7-bcdd-4993-8da2-b16e07db71ec,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Android 13,Edge 120,High,P1,In Progress,GPU Memory Leak,453,2887,8.17,False,False,117,472,Unclosed file streams,2023-05-14,2023-06-10
c0be4a40-8ed3-493a-a38e-5bfad9371e7d,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Windows 10,Safari 17,Critical,P1,Closed,Heap Leak,232,6267,42.03,True,False,9,580,Unbounded caching mechanism,2023-06-20,
a1e259a9-6f9a-42d7-880d-ff915224a1b1,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,Ubuntu 20.04,Chrome 121,Low,P4,Open,Thread Leak,267,7039,119.57,True,True,294,945,Unbounded caching mechanism,2023-01-17,2023-02-14
287366a5-c327-4252-99c7-eb42f83ee144,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,Ubuntu 22.04,Firefox 122,High,P4,In Progress,Thread Leak,137,6659,116.23,False,False,271,800,Circular dependency in service layer,2023-11-09,2023-11-16
377fb90b-b8e6-4b7a-8714-b27fbc9765f9,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Windows 11,Edge 120,Critical,P3,Resolved,GPU Memory Leak,250,5208,5.92,False,False,335,682,Improper event listener cleanup,2023-08-10,2023-08-23
57f70ec2-4e6b-4e9f-aa85-e0f48ce766e2,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Windows 11,Edge 120,Medium,P4,Open,Thread Leak,466,7711,130.75,True,True,277,357,Unreleased object references,2023-10-22,2023-11-20
d3785f39-2df6-4ea1-9b42-f7522c37d83b,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,Ubuntu 20.04,Firefox 122,Medium,P2,Open,GPU Memory Leak,436,2385,35.28,False,True,428,971,Unbounded caching mechanism,2023-06-17,2023-07-17
1c4b99b1-2183-450f-9fd4-a2967797af37,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Staging,Ubuntu 22.04,Firefox 122,Medium,P1,Open,Heap Leak,478,7497,35.24,True,True,84,775,Improper event listener cleanup,2023-01-14,2023-02-07
648b0c2a-45e1-4625-8731-e4120033c4a6,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,Windows 11,Chrome 121,High,P1,Resolved,Thread Leak,283,5454,113.7,True,False,9,8,Unbounded caching mechanism,2023-03-03,2023-03-27
5ace2b0c-3478-46c2-ab76-afc43ab26938,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,iOS 17,Edge 120,Medium,P4,Closed,Cache Leak,281,1319,57.26,True,False,374,663,Unclosed file streams,2023-08-04,2023-09-01
3f18757a-4a44-4ad0-8649-ebca7ac942ad,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,Windows 11,Safari 17,Low,P4,In Progress,File Handle Leak,190,2539,86.86,False,False,422,162,Unbounded caching mechanism,2023-01-24,
f4c201f9-6b93-4395-a5a8-984a0b367f87,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,Windows 10,Firefox 122,Low,P1,In Progress,File Handle Leak,177,4748,112.59,False,False,466,862,Unclosed file streams,2023-03-30,
1d912043-af3b-4243-b578-4dce10906f43,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,iOS 17,Firefox 122,Critical,P4,Closed,Thread Leak,269,711,9.13,True,True,52,16,Unclosed file streams,2023-11-15,2023-12-11
98c9aa65-cd84-4722-9b0a-bd9ef70cf4a6,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,Ubuntu 22.04,Firefox 122,Low,P2,Closed,Cache Leak,157,1043,145.47,False,True,166,673,Thread pool mismanagement,2023-04-25,
070f2dfd-79c6-446e-b322-506e77b13b0d,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,Windows 11,Firefox 122,Medium,P3,In Progress,Heap Leak,149,6368,74.28,True,False,145,909,Thread pool mismanagement,2023-07-07,2023-07-29
dbf5aa1d-47dc-4ff1-9121-3aff74ef7ad9,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Android 13,N/A,High,P3,Resolved,Cache Leak,473,2012,100.61,False,True,297,755,Unreleased object references,2023-02-23,2023-03-04
2aad8e43-6d83-4be6-8a21-126fb52ceb53,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Windows 11,Safari 17,High,P4,Closed,Cache Leak,193,2121,7.08,False,True,322,891,Thread pool mismanagement,2023-07-17,2023-08-12
bd03be85-8ce0-453c-acf3-886c3f01e993,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Ubuntu 20.04,N/A,High,P2,In Progress,File Handle Leak,418,4212,43.11,False,False,396,563,Unbounded caching mechanism,2023-07-27,2023-08-03
a22eeff6-5794-4a3b-9e30-d2d4c9296f6e,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Ubuntu 22.04,Chrome 121,Medium,P4,In Progress,Cache Leak,275,7514,115.67,True,True,282,730,Unclosed file streams,2023-12-06,
1971696a-174e-4991-a4bb-2d8ef85995f6,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,Ubuntu 22.04,N/A,Medium,P3,In Progress,Heap Leak,323,4207,85.23,True,False,270,616,Improper event listener cleanup,2023-03-06,2023-03-16
1a8337a9-eb7a-4e8b-9918-40d34eb81d3d,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Windows 11,Edge 120,Medium,P4,In Progress,Thread Leak,372,884,57.59,True,True,277,965,Thread pool mismanagement,2023-10-16,2023-11-02
9309432f-8290-4b19-864e-4f71363acd4e,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Staging,Ubuntu 22.04,Edge 120,Medium,P2,Open,Heap Leak,305,900,47.99,False,False,107,946,Circular dependency in service layer,2023-08-06,2023-08-15
7f7e4bab-ae98-431d-800a-23f5f9f659f8,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,iOS 17,Firefox 122,Critical,P3,Closed,Cache Leak,486,985,64.5,True,True,428,359,Unreleased object references,2023-11-10,2023-11-13
47c4f104-b54e-45d4-926c-fd03755e84f6,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,Windows 11,Firefox 122,Critical,P3,Resolved,File Handle Leak,305,1650,22.9,True,True,267,319,Thread pool mismanagement,2023-04-26,2023-05-05
f5256429-b1a8-463e-a08d-6f57c40f0182,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Android 13,N/A,Critical,P3,Open,File Handle Leak,218,4359,100.76,False,True,196,859,Unclosed file streams,2023-02-22,2023-03-14
6fef347a-2456-4099-9d9e-73f3e5d896fc,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Staging,Windows 11,N/A,Low,P4,Resolved,GPU Memory Leak,186,5292,132.06,False,False,216,59,Circular dependency in service layer,2023-02-27,2023-03-13
c953c5c0-77f1-438a-8453-8af0f192dc64,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Ubuntu 20.04,Safari 17,High,P2,Open,Heap Leak,470,7400,111.2,True,False,125,600,Unbounded caching mechanism,2023-02-23,2023-03-04
4f84e3ca-c311-4e5c-8d1d-e5fe4ce81a02,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,macOS Ventura,N/A,Critical,P1,Open,Thread Leak,153,2677,149.61,True,True,295,98,Unreleased object references,2023-04-24,2023-05-16
8ab65fad-63b5-4998-92d2-a7b8d3c3742d,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Windows 10,Edge 120,Critical,P1,Open,Cache Leak,409,6310,66.17,False,True,111,581,Improper event listener cleanup,2023-05-03,2023-05-25
24936f6c-0bf9-4e57-877a-e1ffe52f939c,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,iOS 17,Edge 120,High,P2,Resolved,GPU Memory Leak,249,1309,138.5,False,False,402,49,Unclosed file streams,2023-01-13,2023-01-24
f541e39e-6bae-4615-a174-d218b3435b7d,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,Android 13,Edge 120,Critical,P2,In Progress,Cache Leak,493,2655,120.08,True,False,181,632,Thread pool mismanagement,2023-08-23,2023-09-13
fa606c02-2697-4bb7-8028-fed5ebefe00c,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,Ubuntu 22.04,Firefox 122,Critical,P3,Resolved,Cache Leak,469,1329,18.11,False,False,413,449,Unclosed file streams,2023-04-27,2023-05-07
0ad525d3-f233-4fbc-9cbb-730d760ee015,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,Android 13,N/A,High,P3,Closed,Thread Leak,157,630,32.52,True,True,48,93,Circular dependency in service layer,2023-03-23,2023-04-03
6956ff23-77e6-4912-9712-898a5b8079a0,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Ubuntu 22.04,Firefox 122,Critical,P4,Resolved,Thread Leak,234,3814,26.14,True,False,116,454,Unreleased object references,2023-11-03,2023-11-25
20eda0e0-7c65-42e4-aac1-caa88d8b5e6f,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Windows 11,Safari 17,Medium,P3,Open,File Handle Leak,113,2742,76.7,True,True,440,627,Unbounded caching mechanism,2023-05-06,2023-05-28
ad449176-3eac-4246-95ae-5eb1b098bb54,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Android 13,N/A,Critical,P2,Resolved,File Handle Leak,198,5153,64.79,False,False,187,922,Improper event listener cleanup,2023-08-13,2023-08-31
18f0be90-36df-4642-8b4a-4a3502bb3683,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,macOS Ventura,Firefox 122,Low,P1,Resolved,Heap Leak,168,6178,51.64,True,False,368,719,Circular dependency in service layer,2023-06-13,2023-06-16
e15d1b31-bfea-42a1-895a-107b2521f4e5,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,Ubuntu 22.04,Safari 17,Critical,P4,In Progress,Heap Leak,237,4311,88.27,False,True,459,356,Unbounded caching mechanism,2023-10-11,2023-10-19
4f13c576-2571-48bb-93ae-378a092eea06,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,Ubuntu 20.04,Chrome 121,Critical,P1,In Progress,Cache Leak,281,6087,14.48,True,False,159,552,Circular dependency in service layer,2023-12-28,
4e11d27e-9a40-4640-a143-cade7917b313,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,macOS Ventura,Edge 120,Low,P4,Resolved,Thread Leak,360,5168,142.21,True,True,315,66,Thread pool mismanagement,2023-12-12,2023-12-20
5fa16a55-d84a-4dc0-aae4-2cfc4b149fbe,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Android 13,Safari 17,Low,P2,Open,Heap Leak,227,2094,147.07,False,False,413,418,Unbounded caching mechanism,2023-07-31,2023-08-24
4108df07-a72c-4f5e-94bd-990fde277dc2,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,Ubuntu 22.04,Edge 120,Critical,P4,In Progress,File Handle Leak,193,3312,18.9,False,True,117,360,Circular dependency in service layer,2023-12-23,2024-01-20
182e1879-9648-4cbf-8ae3-f3da784718e4,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Windows 10,N/A,Low,P2,Open,GPU Memory Leak,484,4200,18.63,True,True,3,335,Unbounded caching mechanism,2023-11-21,
33ecc6d5-bfa4-4900-8964-ffd3dd2695e9,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Android 13,N/A,Critical,P3,In Progress,File Handle Leak,390,7914,86.69,True,True,308,384,Thread pool mismanagement,2023-06-06,
d9936fa0-f242-4094-9ba5-849bf3c10026,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,macOS Ventura,Chrome 121,Low,P2,Resolved,Heap Leak,495,7430,30.74,False,True,303,531,Improper event listener cleanup,2023-04-01,2023-04-24
58b8eb5d-6077-4a6b-88b6-33bbbaf6d3e9,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,iOS 17,Safari 17,Critical,P4,Open,File Handle Leak,413,1771,138.4,True,False,73,246,Unbounded caching mechanism,2023-02-21,2023-03-13
0fa23965-804c-447d-8f60-25d31d1fde66,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,iOS 17,N/A,Low,P4,Resolved,Thread Leak,130,3435,137.91,False,True,145,329,Improper event listener cleanup,2023-04-07,2023-04-09
0d4809b3-3210-43bb-928e-57a0e85ef3a0,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Windows 10,Safari 17,Low,P2,Closed,Thread Leak,318,5630,63.61,False,False,255,806,Unclosed file streams,2023-08-18,2023-08-28
a1ced1ad-a9aa-4ea9-a3f5-859b33a35b90,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,Android 13,N/A,Medium,P2,Open,Thread Leak,121,7309,32.27,True,True,495,311,Unbounded caching mechanism,2023-12-17,2024-01-03
4c554e00-a02c-4105-ad34-453427638a1c,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,iOS 17,Firefox 122,High,P4,In Progress,Heap Leak,450,929,131.69,False,True,457,227,Circular dependency in service layer,2023-04-07,2023-04-25
71aaca53-642a-4b30-b8c2-5e006ee10a5d,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,Windows 10,Safari 17,Medium,P4,Resolved,Heap Leak,353,2167,34.98,True,False,91,400,Improper event listener cleanup,2023-06-13,
ae581ca7-db86-4cbf-a16e-6c43d08da331,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,Ubuntu 20.04,Safari 17,High,P3,Resolved,Cache Leak,179,866,25.54,True,False,422,424,Unbounded caching mechanism,2023-07-10,2023-07-23
d5798761-72b0-4315-92d4-e8d7bff05cc3,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Android 13,Safari 17,Low,P1,In Progress,GPU Memory Leak,498,7190,75.79,True,True,60,163,Unbounded caching mechanism,2023-05-23,2023-05-30
8cac933c-7e6d-44ff-a4aa-5cd8a5c101e8,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Android 13,Safari 17,High,P2,Resolved,Thread Leak,185,3181,141.81,False,True,390,123,Unbounded caching mechanism,2023-02-04,
ad918649-efaf-48fb-94aa-bf5910460901,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Ubuntu 22.04,Chrome 121,Low,P3,Open,Cache Leak,354,7434,34.11,True,True,391,711,Unreleased object references,2023-04-14,2023-05-02
101836a7-7a2e-4385-8c80-aa845c43f812,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,macOS Ventura,Firefox 122,Medium,P2,Open,Thread Leak,478,4088,25.7,True,True,175,881,Unclosed file streams,2023-05-04,2023-05-16
7bc8048a-4da3-44d9-abc3-e3be4c231e35,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,macOS Ventura,Chrome 121,Medium,P3,In Progress,File Handle Leak,429,7885,13.18,False,True,447,452,Unreleased object references,2023-03-31,2023-04-07
b5dbe8d1-0377-47fd-9c47-01869da9d89c,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Android 13,Chrome 121,Critical,P4,In Progress,File Handle Leak,182,5061,25.79,False,True,74,924,Unreleased object references,2023-05-06,2023-05-16
6dda6293-b582-4107-8953-0722c9c0e573,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,iOS 17,Firefox 122,Low,P4,Open,Cache Leak,388,528,13.47,False,False,352,631,Unbounded caching mechanism,2023-12-17,2023-12-30
652ac01b-98c7-469d-a0ce-0e7c17e81130,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Ubuntu 22.04,Firefox 122,Critical,P2,In Progress,GPU Memory Leak,351,6094,93.83,False,True,494,991,Unbounded caching mechanism,2023-08-19,2023-08-27
b79bcbd9-1382-4b19-8ccc-8566a9e3b4bb,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Ubuntu 22.04,Safari 17,Medium,P1,In Progress,File Handle Leak,110,6562,67.6,True,False,216,905,Unbounded caching mechanism,2023-05-12,2023-05-24
b4f8e669-302a-496b-aa96-312cee281be4,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Windows 11,N/A,Medium,P3,In Progress,GPU Memory Leak,337,3682,57.72,True,False,461,475,Thread pool mismanagement,2023-08-24,2023-09-08
d3ed818c-6f61-4f15-993d-b17a8d9b7c64,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,Ubuntu 22.04,Edge 120,Critical,P4,In Progress,GPU Memory Leak,301,2249,25.49,False,True,338,394,Thread pool mismanagement,2023-07-29,2023-08-08
2a698a3b-c89d-4da7-a040-9a42ae497742,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,Windows 11,Edge 120,Medium,P1,In Progress,GPU Memory Leak,112,4128,105.63,False,False,240,252,Circular dependency in service layer,2023-08-10,
a9a7bac9-d74e-41ff-b4ab-c18eb42f564c,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,Android 13,Chrome 121,Low,P4,Open,Heap Leak,412,3090,140.29,True,True,170,874,Unreleased object references,2023-03-08,2023-03-24
a09e9871-5f46-44cb-8e46-f9ccefae5b89,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Development,Ubuntu 20.04,N/A,High,P1,Closed,File Handle Leak,480,2163,26.84,True,False,156,104,Thread pool mismanagement,2023-06-10,2023-06-22
a6d9fb34-dec5-4a4c-85e7-fa76b896ddb4,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,macOS Ventura,N/A,Critical,P2,In Progress,Heap Leak,312,1837,22.17,True,False,50,774,Unreleased object references,2023-03-23,2023-03-28
02e7682f-8d42-42cc-8444-d91dedb94e5d,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,iOS 17,Edge 120,Critical,P3,Closed,Heap Leak,344,3607,29.72,False,False,454,348,Unreleased object references,2023-03-11,2023-03-27
260c3d32-23f4-4ca4-99fb-4fafe30f8cb7,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,iOS 17,Firefox 122,High,P2,Open,File Handle Leak,419,1605,48.52,False,True,319,913,Thread pool mismanagement,2023-07-09,
45ed41be-61ec-4c66-9318-1cb78b54168e,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,Ubuntu 22.04,Edge 120,Medium,P4,In Progress,File Handle Leak,229,7473,32.84,False,False,222,346,Unreleased object references,2023-08-02,2023-08-14
8ffe5072-d8a8-4e06-b6b7-79dc0fe4f65a,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,Windows 11,N/A,Low,P4,Resolved,Cache Leak,334,5879,100.61,True,False,195,398,Unreleased object references,2023-05-20,2023-06-14
026e0b48-dede-4d3f-9a9e-0849e03e3b9d,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Staging,Android 13,Edge 120,Medium,P2,Resolved,Thread Leak,271,3573,58.19,True,False,145,274,Unreleased object references,2023-12-22,2024-01-14
da29acb8-e795-4f53-97e9-a969e01acf98,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,iOS 17,Firefox 122,Low,P3,Open,GPU Memory Leak,441,7098,137.43,False,True,79,586,Improper event listener cleanup,2023-08-19,2023-08-22
8baf5538-083c-4d0f-af5c-3d92307216ba,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,Windows 11,N/A,Critical,P2,Open,Thread Leak,106,6423,111.79,True,True,361,143,Improper event listener cleanup,2023-02-14,2023-02-15
fb9df1c8-f09a-4544-876c-f5bd5f337f53,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Windows 10,Chrome 121,Critical,P2,In Progress,Cache Leak,146,6383,5.56,True,False,310,724,Improper event listener cleanup,2023-02-11,
57f4028b-4364-4723-b895-53a31fc8db46,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Windows 11,Firefox 122,High,P3,In Progress,Heap Leak,131,5348,69.16,True,True,96,869,Unclosed file streams,2023-08-29,2023-09-20
5db95881-f2f7-41fc-90ad-8fc0869f1d1e,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,Ubuntu 20.04,Firefox 122,Critical,P2,Resolved,GPU Memory Leak,403,5704,48.02,True,False,145,773,Improper event listener cleanup,2023-04-27,
26b916b3-60b9-4cb1-b735-726e87c42a23,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Windows 10,Safari 17,Low,P4,Resolved,Thread Leak,276,4546,135.89,False,True,292,269,Circular dependency in service layer,2023-02-03,
1a847617-1576-4b35-a15d-3e635678f1ae,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Staging,macOS Ventura,Firefox 122,Medium,P3,Open,File Handle Leak,345,7143,58.71,False,False,451,473,Unclosed file streams,2023-06-13,2023-07-07
515610d2-4e0d-4e19-b076-80fd8f0d155d,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Staging,Windows 10,Firefox 122,High,P1,In Progress,Cache Leak,331,4304,27.14,False,True,223,811,Circular dependency in service layer,2023-07-26,2023-08-24
8c093e7e-b43d-4398-b595-ec6d2c7cddcd,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,Ubuntu 20.04,Edge 120,Medium,P4,Closed,Cache Leak,211,2006,18.75,True,False,425,979,Thread pool mismanagement,2023-03-30,
daeda06f-66cf-429e-8425-099efff16db2,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,Android 13,Chrome 121,High,P4,Open,File Handle Leak,470,5471,77.37,False,False,73,241,Thread pool mismanagement,2023-05-23,2023-06-08
d3f6c310-85f4-4a40-b583-72104d63c5dc,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,Android 13,Edge 120,Critical,P4,In Progress,Thread Leak,106,4518,143.74,False,False,372,383,Circular dependency in service layer,2023-09-11,2023-09-25
3be7e16a-3a81-4acd-b144-075b87d68eb2,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Ubuntu 20.04,Firefox 122,High,P1,Resolved,Thread Leak,109,1017,69.83,False,False,358,200,Improper event listener cleanup,2023-03-07,2023-03-23
2f63df64-3501-4d76-9f82-2278732e4862,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Ubuntu 22.04,N/A,Critical,P4,Resolved,Thread Leak,217,7966,107.68,True,False,385,152,Thread pool mismanagement,2023-06-14,2023-07-03
29fb2a26-ab6d-4567-ad36-289282819a1d,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Development,Ubuntu 22.04,Safari 17,Medium,P2,In Progress,File Handle Leak,336,4521,92.38,True,False,127,229,Circular dependency in service layer,2023-06-14,
12f4182f-ac0d-4a85-b2cf-c48441cae6d2,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,Ubuntu 20.04,N/A,Medium,P3,Open,File Handle Leak,347,5584,86.47,True,True,269,819,Thread pool mismanagement,2023-01-02,2023-01-29
d3b2a1a3-5891-449f-bee6-e79ce5fd043b,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,Windows 11,Firefox 122,High,P4,Open,Cache Leak,458,3965,123.7,True,False,239,795,Improper event listener cleanup,2023-05-25,2023-06-07
c2213105-ae8e-40d7-a27f-2b6a1e16fb0b,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Ubuntu 22.04,Edge 120,Medium,P1,Resolved,GPU Memory Leak,404,1785,69.4,True,False,490,18,Unreleased object references,2023-08-17,2023-09-04
